,City,Lat,Lon,Temp_C,Feels_like,Temp_min_C,Temp_max_C,Humidity,Wind_speed_mph,Clouds,Country,Time_zone
62,tasiilaq,65.61,-37.64,6.0,0.51,6.0,6.0,81,5.7,75,GL,-7200
64,umm bab,25.21,50.81,35.18,38.77,35.0,35.56,56,4.1,1,QA,10800
66,hermanus,-34.42,19.23,13.33,13.14,13.33,13.33,88,0.89,0,ZA,7200
67,zaria,11.11,7.72,26.18,28.36,26.18,26.18,75,3.14,67,NG,3600
69,kawalu,-7.38,108.21,21.68,24.82,21.68,21.68,89,0.65,99,ID,25200
70,machico,32.7,-16.77,23.29,20.97,22.22,24.0,64,6.2,20,PT,3600
71,namibe,-15.2,12.15,22.29,22.05,22.29,22.29,62,2.47,0,AO,3600
72,luderitz,-26.65,15.16,27.0,22.94,27.0,27.0,21,3.6,0,NA,7200
73,lerwick,60.15,-1.15,14.0,9.54,14.0,14.0,87,7.2,75,GB,3600
75,nanortalik,60.14,-45.24,8.58,6.21,8.58,8.58,91,2.45,100,GL,-7200
76,bedesa,8.9,40.78,17.11,17.16,17.11,17.11,84,1.93,23,ET,10800
77,gweta,-20.18,25.23,16.8,12.09,16.8,16.8,30,3.71,0,BW,7200
78,nikolskoye,59.7,30.79,15.2,10.07,15.0,15.56,54,6.0,40,RU,10800
79,puerto ayora,-0.74,-90.35,22.53,17.18,21.67,24.0,73,11.3,20,EC,-21600
80,whitehorse,60.72,-135.05,10.13,9.23,10.0,10.56,93,1.0,90,CA,-25200
81,broome,42.25,-75.83,26.18,27.37,25.56,27.0,69,3.6,75,US,-14400
82,pechora,65.15,57.22,20.45,19.24,20.45,20.45,60,2.79,12,RU,10800
83,narsaq,60.92,-46.05,18.0,10.37,18.0,18.0,31,8.2,75,GL,-7200
85,erenhot,43.65,111.98,29.35,25.75,29.35,29.35,30,5.19,97,CN,28800
86,iona,26.52,-81.96,28.19,27.8,27.22,31.0,66,6.7,40,US,-14400
87,gimbi,9.17,35.83,13.19,13.46,13.19,13.19,100,1.03,100,ET,10800
88,swan hill,-35.34,143.55,3.33,-0.27,3.33,3.33,89,2.68,19,AU,36000
89,kalmunai,7.42,81.82,26.89,27.68,26.89,26.89,80,6.47,100,LK,19800
90,whitley bay,55.04,-1.45,19.88,16.73,18.89,21.11,68,6.2,20,GB,3600
91,bathsheba,13.22,-59.52,31.0,30.18,31.0,31.0,58,7.7,40,BB,-14400
92,qujing,25.48,103.78,16.82,16.76,16.82,16.82,92,2.66,98,CN,28800
94,castro,-24.79,-50.01,23.63,21.81,23.63,23.63,45,3.06,24,BR,-10800
95,jamestown,42.1,-79.24,25.54,27.6,24.0,26.67,83,4.1,90,US,-14400
96,goderich,43.75,-81.72,22.92,21.94,21.11,26.67,76,5.68,21,CA,-14400
97,banda aceh,5.56,95.32,25.78,28.37,25.78,25.78,79,2.91,95,ID,25200
98,busselton,-33.65,115.33,7.34,4.64,7.22,7.78,72,1.62,5,AU,28800
99,semirom,31.42,51.57,20.16,17.01,20.16,20.16,28,1.9,91,IR,16200
100,kalat,29.02,66.59,23.21,20.62,23.21,23.21,28,1.73,58,PK,18000
101,pochutla,15.74,-96.47,29.72,34.16,29.44,30.0,70,1.68,90,MX,-18000
102,northam,51.03,-4.22,16.67,16.1,16.11,17.22,95,3.58,100,GB,3600
103,bluff,-46.6,168.33,3.89,1.16,3.89,3.89,83,1.34,87,NZ,43200
104,rafai,4.95,23.92,21.85,25.22,21.85,21.85,93,0.93,66,CF,3600
105,cockburn town,21.46,-71.14,30.0,30.87,30.0,30.0,66,6.2,40,TC,-14400
106,tura,25.52,90.22,24.04,27.59,24.04,24.04,97,2.85,100,IN,19800
107,siilinjarvi,63.08,27.67,14.0,12.15,14.0,14.0,82,3.1,85,FI,10800
108,cabo san lucas,22.89,-109.91,29.3,29.86,27.0,31.11,69,6.7,5,MX,-21600
109,dno,57.83,29.96,14.21,12.43,14.21,14.21,78,2.78,59,RU,10800
111,putina,-15.47,-69.43,8.71,4.17,8.71,8.71,45,3.15,0,PE,-18000
112,elizabeth city,36.29,-76.25,33.68,36.16,33.33,34.44,63,6.2,1,US,-14400
115,yar-sale,66.83,70.83,10.55,7.44,10.55,10.55,70,2.93,40,RU,18000
116,victoria,22.29,114.16,29.1,32.54,28.33,30.0,74,3.38,12,HK,28800
117,nanning,22.82,108.32,28.0,33.0,28.0,28.0,78,1.0,32,CN,28800
118,makanya,-4.37,37.83,19.62,17.93,19.62,19.62,63,3.46,27,TZ,10800
119,shirokiy,49.76,129.52,17.78,18.74,17.78,17.78,92,1.72,100,RU,32400
120,mindelo,16.89,-24.98,30.0,31.99,30.0,30.0,66,4.6,40,CV,-3600
121,bredasdorp,-34.53,20.04,14.0,13.11,14.0,14.0,87,2.1,0,ZA,7200
122,beringovskiy,63.05,179.32,8.67,6.21,8.67,8.67,83,2.19,70,RU,43200
123,upernavik,72.79,-56.15,7.9,2.82,7.9,7.9,73,5.2,78,GL,-7200
124,prado,-17.34,-39.22,25.0,25.16,25.0,25.0,65,3.74,17,BR,-10800
125,lorengau,-2.02,147.27,28.04,31.13,28.04,28.04,79,3.93,46,PG,36000
126,kudahuvadhoo,2.67,72.89,28.3,30.75,28.3,28.3,77,4.7,100,MV,18000
127,hay river,60.82,-115.8,15.0,11.55,15.0,15.0,87,6.2,75,CA,-21600
128,athabasca,54.72,-113.29,19.55,19.44,19.55,19.55,69,1.82,92,CA,-21600
129,kysyl-syr,63.9,122.76,17.55,16.52,17.55,17.55,73,2.64,76,RU,32400
130,sitka,57.05,-135.33,12.0,10.83,12.0,12.0,93,2.1,90,US,-28800
131,saint anthony,45.02,-93.22,22.51,22.42,21.0,23.89,60,2.1,20,US,-18000
132,khatanga,71.97,102.5,5.78,-1.25,5.78,5.78,85,8.01,100,RU,25200
133,micheweni,-4.97,39.83,24.32,21.17,24.32,24.32,67,8.37,72,TZ,10800
134,kruisfontein,-34.0,24.73,13.55,12.39,13.55,13.55,72,1.2,0,ZA,7200
135,requena,39.49,-1.1,31.39,28.38,31.11,31.67,25,3.98,17,ES,7200
136,kodiak,57.79,-152.41,13.0,11.45,13.0,13.0,71,1.5,1,US,-28800
137,lieksa,63.32,30.02,14.9,13.33,14.9,14.9,78,2.75,44,FI,10800
138,margate,51.38,1.39,22.78,16.51,22.22,24.0,38,8.2,98,GB,3600
139,qaanaaq,77.48,-69.36,9.47,6.95,9.47,9.47,51,0.73,0,GL,-10800
140,ribeira grande,38.52,-28.7,23.0,23.21,23.0,23.0,69,3.1,20,PT,0
141,ostrovnoy,68.05,39.51,19.92,17.86,19.92,19.92,70,4.88,26,RU,10800
142,new norfolk,-42.78,147.06,4.22,1.77,3.89,4.44,87,1.17,99,AU,36000
143,sakakah,29.97,40.21,40.0,35.77,40.0,40.0,8,3.1,20,SA,10800
144,xingcheng,40.62,120.72,23.29,24.64,23.29,23.29,73,2.17,0,CN,28800
146,kidal,18.44,1.41,39.39,39.22,39.39,39.39,18,0.56,40,ML,0
147,iqaluit,63.75,-68.51,8.94,6.75,8.89,9.0,87,2.1,75,CA,-14400
148,port hardy,50.7,-127.42,15.0,13.08,15.0,15.0,82,3.6,90,CA,-25200
149,umm lajj,25.02,37.27,33.12,34.3,33.12,33.12,47,3.78,0,SA,10800
150,saravena,6.95,-71.88,31.97,34.42,31.97,31.97,49,1.71,76,CO,-18000
151,san patricio,19.22,-104.7,32.0,36.86,32.0,32.0,75,4.1,75,MX,-18000
154,saldanha,-33.01,17.94,24.0,23.62,24.0,24.0,44,1.0,0,ZA,7200
155,lompoc,34.64,-120.46,15.77,15.14,15.0,16.11,82,2.1,78,US,-25200
156,morgantown,39.63,-79.96,25.29,26.62,23.89,26.0,74,3.6,90,US,-14400
158,vila velha,-20.33,-40.29,26.17,26.38,25.56,27.0,54,2.6,20,BR,-10800
159,kahului,20.89,-156.47,22.37,23.4,21.0,23.89,73,2.1,20,US,-36000
160,aksarka,66.56,67.8,11.83,8.73,11.83,11.83,67,3.08,51,RU,18000
161,muisne,0.6,-80.03,25.0,27.65,25.0,25.0,88,3.6,90,EC,-18000
162,metro,-5.11,105.31,23.49,27.0,23.49,23.49,90,1.52,98,ID,25200
163,slavyansk-na-kubani,45.25,38.12,23.92,19.43,23.89,24.0,38,6.0,0,RU,10800
164,prachuap khiri khan,11.82,99.78,26.56,30.09,26.56,26.56,83,2.79,92,TH,25200
165,portland,45.52,-122.68,16.87,15.29,15.56,18.33,67,2.6,90,US,-25200
166,muscatine,41.47,-91.13,25.18,26.98,25.0,25.56,69,2.1,20,US,-18000
167,torbay,47.67,-52.73,24.43,20.82,23.89,25.56,47,6.2,75,CA,-9000
170,manzil salim,35.86,8.48,37.0,33.37,37.0,37.0,14,3.6,20,TN,3600
171,ayia galini,35.1,24.68,27.38,26.44,26.11,28.33,49,4.02,0,GR,10800
172,ponta do sol,32.67,-17.1,22.51,19.91,21.67,24.0,64,6.2,20,PT,3600
174,adrar,20.5,-10.07,41.55,37.51,41.55,41.55,15,5.7,0,MR,0
175,paamiut,61.99,-49.67,7.93,6.58,7.93,7.93,96,1.04,100,GL,-7200
176,egvekinot,66.32,-179.17,12.27,10.63,12.27,12.27,69,1.26,75,RU,43200
177,atasu,48.68,71.64,24.85,23.16,24.85,24.85,44,3.2,81,KZ,21600
178,mar del plata,-38.0,-57.56,12.67,11.33,11.67,13.33,100,3.1,90,AR,-10800
179,havre-saint-pierre,50.23,-63.6,22.0,21.05,22.0,22.0,64,3.6,20,CA,-14400
180,makakilo city,21.35,-158.09,22.01,24.19,19.0,23.89,83,1.5,1,US,-36000
181,bengkulu,-3.8,102.27,24.44,27.94,24.44,24.44,90,2.25,99,ID,25200
182,saint-pierre,-21.34,55.48,15.87,7.64,11.67,20.0,56,10.8,75,RE,14400
183,ambon,-3.7,128.18,25.56,19.49,25.56,25.56,15,5.27,25,ID,32400
184,dunedin,-45.87,170.5,4.09,1.38,3.33,5.0,71,0.89,35,NZ,43200
185,kinkala,-4.36,14.76,25.0,25.95,25.0,25.0,65,2.6,13,CG,3600
186,moron,-34.65,-58.62,11.84,11.7,11.67,12.22,98,0.89,100,AR,-10800
187,naze,28.37,129.48,28.0,32.15,28.0,28.0,83,3.1,20,JP,32400
188,birao,10.28,22.79,22.89,25.79,22.89,22.89,85,1.3,100,CF,3600
191,bambous virieux,-20.34,57.76,20.0,14.26,20.0,20.0,52,8.2,75,MU,14400
192,tiksi,71.69,128.87,14.58,12.54,14.58,14.58,81,3.53,87,RU,32400
193,lata,40.16,-8.33,26.36,29.32,22.22,29.44,81,3.13,0,PT,3600
194,hofn,64.25,-15.21,14.0,10.74,14.0,14.0,62,3.6,75,IS,0
195,morondava,-20.28,44.28,23.31,21.21,23.31,23.31,54,4.55,0,MG,10800
196,codrington,-38.27,141.97,4.08,-0.16,4.08,4.08,87,3.7,90,AU,36000
197,bojonegoro,-7.15,111.88,23.68,25.95,23.68,23.68,82,2.33,100,ID,25200
198,bonavista,48.65,-53.11,18.36,17.11,18.36,18.36,63,2.33,18,CA,-9000
199,magway,20.15,94.92,26.45,29.05,26.45,26.45,79,3.39,87,MM,23400
200,tautira,-17.73,-149.15,23.94,25.61,23.89,24.0,73,2.1,75,PF,-36000
201,lasa,46.62,10.7,22.0,19.05,22.0,22.0,37,3.1,75,IT,7200
203,nivala,63.92,24.97,13.33,11.9,13.33,13.33,82,2.24,100,FI,10800
204,ust-kuyga,70.02,135.6,18.03,17.78,18.03,18.03,67,1.16,30,RU,36000
205,east london,-33.02,27.91,19.45,16.28,19.45,19.45,55,4.66,0,ZA,7200
206,saint-joseph,-21.37,55.62,15.75,7.49,11.67,20.0,56,10.8,75,RE,14400
207,lagoa,39.05,-27.98,20.91,21.68,20.91,20.91,70,1.33,0,PT,0
208,sinegorye,62.08,150.48,13.73,12.23,13.73,13.73,66,1.3,66,RU,39600
209,yinchuan,38.47,106.27,25.35,24.43,25.35,25.35,57,4.27,85,CN,28800
210,saint-denis,48.92,2.33,26.67,23.96,26.0,27.22,24,2.1,99,FR,7200
212,mogadishu,2.04,45.34,24.95,22.42,24.95,24.95,74,8.88,47,SO,10800
213,sungaipenuh,-2.08,101.38,18.27,19.77,18.27,18.27,94,1.42,100,ID,25200
214,mayo,38.89,-76.51,31.2,34.64,30.0,32.22,62,2.6,1,US,-14400
215,korla,41.76,86.15,26.67,28.85,26.67,26.67,70,2.68,32,CN,28800
216,cidreira,-30.18,-50.21,21.69,21.28,21.69,21.69,70,3.41,99,BR,-10800
217,clyde river,70.47,-68.59,10.0,6.14,10.0,10.0,57,3.1,90,CA,-14400
218,kavieng,-2.57,150.8,28.07,30.1,28.07,28.07,77,5.12,45,PG,36000
220,jiangyou,31.77,104.72,23.95,27.4,23.95,23.95,87,1.53,95,CN,28800
221,medea,36.26,2.75,28.0,27.59,28.0,28.0,61,5.7,75,DZ,3600
222,bubaque,11.28,-15.83,27.17,28.56,27.17,27.17,83,6.35,100,GW,0
223,hirado,33.36,129.55,26.46,31.69,25.56,27.78,95,2.24,100,JP,32400
224,yellowknife,62.46,-114.35,15.44,13.94,15.0,16.67,93,4.1,90,CA,-21600
225,chicama,-7.84,-79.15,22.48,20.05,22.48,22.48,55,4.79,26,PE,-18000
226,mehamn,71.04,27.85,10.0,9.06,10.0,10.0,93,1.0,90,NO,7200
227,murmashi,68.82,32.81,22.0,20.42,22.0,22.0,60,4.0,21,RU,10800
228,gubkinskiy,64.43,76.5,12.89,7.64,12.89,12.89,65,6.33,13,RU,18000
229,provideniya,64.38,-173.3,9.97,6.3,9.97,9.97,66,3.34,44,RU,43200
230,plavinas,56.62,25.73,13.31,11.96,13.31,13.31,88,2.54,51,LV,10800
231,simao,22.79,100.97,18.39,20.35,18.39,18.39,94,0.83,70,CN,28800
234,umm kaddadah,13.6,26.69,35.36,34.38,35.36,35.36,23,1.88,86,SD,7200
235,port lincoln,-34.73,135.87,10.87,4.66,10.87,10.87,53,6.41,39,AU,34200
236,waitati,-45.75,170.57,4.2,-2.15,3.33,5.0,63,5.81,20,NZ,43200
237,necochea,-38.55,-58.74,11.67,9.95,11.67,11.67,99,3.13,100,AR,-10800
238,tuatapere,-46.13,167.68,3.89,1.16,3.89,3.89,83,1.34,90,NZ,43200
239,krasnaya poyma,55.0,39.08,16.67,15.48,16.67,16.67,50,0.45,22,RU,10800
241,naranjito,-2.22,-79.48,28.91,31.22,28.33,29.44,62,2.6,20,EC,-18000
242,saint-augustin,51.23,-58.65,23.06,18.71,23.06,23.06,38,5.53,100,CA,-14400
243,nouadhibou,20.93,-17.03,22.0,17.66,22.0,22.0,83,10.8,0,MR,0
244,shimoda,34.67,138.95,19.44,20.82,19.44,19.44,95,2.41,100,JP,32400
245,longyearbyen,78.22,15.64,10.0,6.9,10.0,10.0,76,3.1,90,SJ,7200
246,miracema do tocantins,-9.56,-48.4,35.07,34.07,35.07,35.07,28,3.13,26,BR,-10800
247,pisco,-13.7,-76.22,19.19,18.31,19.0,19.44,77,3.6,20,PE,-18000
248,moroto,2.53,34.67,19.29,20.93,19.29,19.29,85,0.89,43,UG,10800
249,lavrentiya,65.58,-171.0,11.86,7.28,11.86,11.86,57,4.56,100,RU,43200
251,half moon bay,37.46,-122.43,16.93,14.63,14.44,18.89,72,4.1,40,US,-25200
252,atherton,53.52,-2.49,16.67,16.04,16.67,16.67,94,3.58,100,GB,3600
253,labis,2.38,103.02,24.16,27.78,24.16,24.16,82,0.73,93,MY,28800
254,salo,45.61,10.53,30.07,31.4,29.0,31.11,51,2.6,5,IT,7200
255,samaipata,-18.15,-63.87,17.96,15.98,17.96,17.96,69,3.79,80,BO,-14400
256,coquimbo,-29.95,-71.34,15.0,12.17,15.0,15.0,47,2.1,4,CL,-14400
257,akdepe,42.06,59.38,27.51,26.08,26.0,29.0,45,4.1,33,TM,18000
258,syracuse,37.09,15.28,31.02,32.62,30.0,32.0,62,5.1,0,IT,7200
259,muros,42.78,-9.06,25.21,22.5,23.0,26.67,60,7.2,20,ES,7200
260,ruston,32.52,-92.64,32.0,34.31,32.0,32.0,52,2.6,1,US,-18000
261,high prairie,55.43,-116.49,13.94,13.23,13.94,13.94,95,2.42,100,CA,-21600
262,altay,47.87,88.12,17.16,15.23,17.16,17.16,52,1.83,100,CN,28800
263,ancud,-41.87,-73.82,7.0,2.44,7.0,7.0,70,4.1,0,CL,-14400
264,mirnyy,62.54,113.96,14.0,14.69,14.0,14.0,100,0.82,1,RU,32400
265,moyale,3.52,39.06,20.16,21.36,20.16,20.16,69,0.24,43,KE,10800
266,yangambi,0.81,24.43,25.75,28.47,25.75,25.75,70,1.29,78,CD,7200
267,souillac,-20.52,57.52,20.0,14.26,20.0,20.0,52,8.2,75,MU,14400
268,fallon,39.47,-118.78,24.97,23.32,24.0,26.11,36,1.99,75,US,-25200
269,port hedland,-20.32,118.57,15.0,13.15,15.0,15.0,77,3.1,0,AU,28800
271,olafsvik,64.89,-23.71,9.77,3.04,9.77,9.77,68,7.77,2,IS,0
272,pathein,16.78,94.73,26.63,31.08,26.63,26.63,85,1.86,81,MM,23400
273,jiuquan,39.74,98.52,23.14,21.8,23.14,23.14,39,1.39,95,CN,28800
274,barrow,71.29,-156.79,8.0,1.34,8.0,8.0,87,8.2,90,US,-28800
275,saint-leu,-21.15,55.28,14.94,11.37,11.67,19.0,59,4.1,75,RE,14400
276,matara,5.95,80.54,25.93,29.74,25.93,25.93,86,2.37,98,LK,19800
277,zhigansk,66.77,123.37,14.38,11.29,14.38,14.38,81,4.94,42,RU,32400
279,antalaha,-14.9,50.28,21.29,18.14,21.29,21.29,73,7.48,96,MG,10800
280,pringsewu,-5.36,104.97,22.9,27.16,22.9,22.9,92,0.28,100,ID,25200
281,dunkwa,5.97,-1.78,26.44,30.9,26.44,26.44,84,1.54,87,GH,0
282,tuzha,57.61,47.94,16.47,16.67,16.47,16.47,94,2.28,100,RU,10800
285,karratha,-20.74,116.85,20.92,19.59,20.92,20.92,57,2.82,0,AU,28800
286,kostomuksha,64.57,30.58,13.47,11.41,13.47,13.47,81,3.11,100,RU,10800
287,ilhabela,-23.78,-45.36,24.65,24.52,24.65,24.65,54,2.34,52,BR,-10800
288,cayenne,4.93,-52.33,32.0,32.56,32.0,32.0,52,5.1,65,GF,-10800
289,belaya gora,68.53,146.42,22.54,21.24,22.54,22.54,51,2.7,60,RU,39600
290,hasaki,35.73,140.83,21.59,25.73,21.11,22.0,100,0.5,75,JP,32400
291,yulara,-25.24,130.99,7.0,3.8,7.0,7.0,56,1.5,0,AU,34200
292,ust-tsilma,65.44,52.15,22.04,21.72,22.04,22.04,59,2.1,97,RU,10800
293,nianzishan,47.52,122.88,22.7,21.74,22.7,22.7,46,1.63,6,CN,28800
294,haines junction,60.75,-137.51,10.53,9.26,10.53,10.53,84,1.13,100,CA,-25200
295,san cristobal,7.77,-72.22,33.0,33.26,33.0,33.0,41,3.6,20,VE,-14400
297,wenling,28.37,121.36,28.22,28.24,27.78,28.89,50,3.25,100,CN,28800
299,duluth,46.78,-92.11,21.39,18.86,21.0,22.22,56,4.6,1,US,-18000
300,rantepao,-2.97,119.9,18.86,20.84,18.86,18.86,89,0.57,95,ID,28800
301,toamasina,-18.17,49.38,20.0,19.44,20.0,20.0,82,4.1,75,MG,10800
302,westport,41.14,-73.36,28.38,30.57,27.22,29.44,74,4.6,75,US,-14400
303,lebu,-37.62,-73.65,9.53,7.13,9.53,9.53,62,1.18,46,CL,-14400
304,tartagal,-22.52,-63.8,12.0,10.13,12.0,12.0,93,3.1,90,AR,-10800
305,trairi,-3.28,-39.27,29.59,28.05,29.59,29.59,55,7.2,33,BR,-10800
306,kargasok,59.06,80.86,14.64,12.43,14.64,14.64,82,3.87,43,RU,25200
307,lodja,-3.48,23.43,28.34,27.62,28.34,28.34,29,0.57,9,CD,7200
308,warrington,53.39,-2.58,16.6,14.04,16.11,17.0,93,6.2,75,GB,3600
309,halmstad,56.67,12.86,17.54,13.97,17.0,18.33,67,5.7,3,SE,7200
310,dolores,-36.31,-57.68,15.59,13.36,15.59,15.59,86,4.63,100,AR,-10800
311,phalombe,-15.81,35.65,14.26,12.64,14.26,14.26,82,2.87,67,MW,7200
312,urucara,-2.54,-57.76,34.9,37.18,34.9,34.9,41,1.8,39,BR,-14400
313,leh,34.17,77.58,17.7,13.84,17.7,17.7,25,2.18,0,IN,19800
314,saskylakh,71.92,114.08,9.76,7.05,9.76,9.76,94,3.5,96,RU,32400
315,toropets,56.5,31.64,12.89,11.39,12.89,12.89,89,2.65,93,RU,10800
316,vanderhoof,54.02,-124.02,18.41,14.72,18.41,18.41,47,4.24,0,CA,-25200
317,srikakulam,18.3,83.9,26.09,29.89,26.09,26.09,84,2.2,100,IN,19800
318,norfolk,42.17,-71.25,31.07,33.06,29.44,32.78,55,3.1,1,US,-14400
320,pacific grove,36.62,-121.92,14.67,13.01,13.33,16.0,82,3.1,90,US,-25200
321,gasa,31.5,34.47,27.37,29.94,26.67,28.89,60,0.89,0,PS,10800
322,andenes,69.31,16.12,10.0,2.9,10.0,10.0,93,9.8,75,NO,7200
324,mochudi,-24.42,26.15,14.0,11.25,14.0,14.0,37,1.0,0,BW,7200
325,pedernales,18.04,-71.74,33.0,34.07,33.0,33.0,59,6.7,40,DO,-14400
326,itarema,-2.92,-39.92,29.36,27.81,29.36,29.36,60,8.03,45,BR,-10800
327,mandalgovi,45.76,106.27,22.4,20.69,22.4,22.4,52,3.35,94,MN,28800
328,brae,60.4,-1.35,14.0,9.54,14.0,14.0,87,7.2,75,GB,3600
329,pahrump,36.21,-115.98,30.61,27.21,22.22,35.0,15,2.24,0,US,-25200
330,kedrovyy,56.17,91.82,11.0,10.32,11.0,11.0,93,1.0,40,RU,25200
331,sao joao da barra,-21.64,-41.05,27.5,23.19,27.0,28.0,45,8.2,20,BR,-10800
332,pirassununga,-22.0,-47.43,28.0,25.46,28.0,28.0,32,3.6,2,BR,-10800
333,isla vista,34.41,-119.86,16.36,15.52,16.0,16.67,87,3.1,90,US,-25200
334,tupa,-21.93,-50.51,28.73,26.78,28.73,28.73,34,3.37,6,BR,-10800
336,kelvington,52.17,-103.53,23.96,24.73,23.96,23.96,83,4.8,1,CA,-21600
337,faanui,-16.48,-151.75,25.42,24.59,25.42,25.42,78,7.38,6,PF,-36000
339,sioux lookout,50.1,-91.92,25.0,24.08,25.0,25.0,47,2.6,20,CA,-18000
340,mudu,31.25,120.51,26.85,28.14,25.0,28.89,73,4.56,94,CN,28800
341,richards bay,-28.78,32.04,17.93,15.34,17.93,17.93,69,4.66,0,ZA,7200
342,iracoubo,5.48,-53.2,27.4,30.72,27.4,27.4,84,3.95,69,GF,-10800
343,komsomolskiy,40.43,71.72,29.0,26.78,29.0,29.0,30,3.1,10,UZ,18000
344,taltal,-25.4,-70.48,14.94,11.56,14.94,14.94,50,3.11,0,CL,-14400
345,port blair,11.67,92.75,28.17,32.08,28.17,28.17,74,1.97,78,IN,19800
347,port elizabeth,-33.92,25.57,17.0,17.21,17.0,17.0,77,1.0,0,ZA,7200
348,micomeseng,2.15,10.62,22.67,25.06,22.67,22.67,90,2.53,72,GQ,3600
349,tombouctou,20.0,-3.0,40.55,33.78,40.55,40.55,18,10.37,47,ML,0
350,esperance,-33.87,121.9,9.0,4.84,9.0,9.0,81,4.6,40,AU,28800
352,dasoguz,41.84,59.97,29.0,28.06,29.0,29.0,45,4.1,68,TM,18000
353,georgetown,5.41,100.34,26.83,32.0,26.67,27.0,88,1.5,20,MY,28800
354,nolinsk,57.56,49.94,16.68,16.06,16.68,16.68,89,3.12,100,RU,10800
355,flinders,-34.58,150.86,9.91,8.75,9.44,10.56,86,0.89,89,AU,36000
356,talnakh,69.49,88.4,9.0,-1.23,9.0,9.0,76,13.0,85,RU,25200
357,zunyi,27.69,106.91,21.76,24.05,21.76,21.76,93,2.41,57,CN,28800
358,guanica,17.97,-66.91,30.83,32.86,28.89,32.22,54,2.68,3,PR,-14400
359,dicabisagan,17.08,122.42,27.17,32.02,27.17,27.17,82,1.24,22,PH,28800
360,oyem,1.6,11.58,22.83,25.69,22.83,22.83,86,1.44,73,GA,3600
361,hammerfest,70.66,23.68,9.0,5.91,9.0,9.0,100,4.1,90,NO,7200
362,sadon,42.85,44.0,26.83,26.19,26.67,27.0,47,3.0,74,RU,10800
363,moose factory,51.26,-80.61,23.0,22.36,23.0,23.0,56,2.6,1,CA,-14400
364,camacha,33.08,-16.33,22.0,18.88,22.0,22.0,64,6.7,75,PT,3600
365,piacabucu,-10.41,-36.43,26.35,26.45,26.35,26.35,66,4.79,77,BR,-10800
366,araguaina,-7.19,-48.21,34.93,33.29,34.93,34.93,26,3.47,100,BR,-10800
368,imeni poliny osipenko,52.42,136.49,14.08,12.0,14.08,14.08,86,3.76,97,RU,36000
369,navalmoral de la mata,39.89,-5.54,33.89,34.48,33.89,33.89,30,0.89,18,ES,7200
370,ramsar,36.92,50.64,26.0,30.38,26.0,26.0,78,0.35,90,IR,16200
371,husavik,66.04,-17.34,11.0,3.98,11.0,11.0,71,8.7,75,IS,0
372,bontang,0.13,117.5,24.58,27.28,24.58,24.58,86,2.92,78,ID,28800
373,la ronge,55.1,-105.28,21.0,22.38,21.0,21.0,88,2.6,75,CA,-21600
374,palu,-0.89,119.87,23.79,26.87,23.79,23.79,81,1.11,44,ID,28800
375,honolulu,21.31,-157.86,24.51,27.36,23.89,26.11,78,1.5,40,US,-36000
376,gatton,-27.55,152.28,11.6,11.46,10.0,12.78,100,0.91,90,AU,36000
377,fairbanks,64.84,-147.72,11.23,9.23,9.44,13.0,87,2.6,90,US,-28800
378,soure,-0.72,-48.52,29.89,32.52,29.89,29.89,65,3.4,20,BR,-10800
379,ruteng,-8.61,120.47,14.08,14.74,14.08,14.08,100,0.91,79,ID,28800
380,xai-xai,-25.05,33.64,19.4,17.45,19.4,19.4,65,3.96,55,MZ,7200
381,khasan,42.43,130.64,18.82,20.01,18.82,18.82,95,2.3,100,RU,36000
382,garowe,8.41,48.48,27.72,24.97,27.72,27.72,44,5.9,37,SO,10800
383,pevek,69.7,170.31,8.97,6.14,8.97,8.97,73,2.26,0,RU,43200
384,grand gaube,-20.01,57.66,20.0,17.5,20.0,20.0,52,3.58,62,MU,14400
